sentence_id	transmit	animals1	animals2	article_link	pmc_id	doi	pdf_sha	pubmed_id	msft_id	transmit_first_index	transmit_last_index	animals1_first_index	animals1_last_index	animals2_first_index	animals2_last_index	sentence_text
1618763	pigs	spread	the broader community	https://api.semanticscholar.org/10.1111/j.1469-0691.2008.02006.x		10.1111/j.1469-0691.2008.02006.x				6	6	2	2	8	10	The apparent spread of ST398 from pigs to the broader community in Europe and the potential role of pets as household reservoirs are perhaps the greatest concerns .
1618763	pigs	spread	the potential role of pets	https://api.semanticscholar.org/10.1111/j.1469-0691.2008.02006.x		10.1111/j.1469-0691.2008.02006.x				6	6	2	2	14	18	The apparent spread of ST398 from pigs to the broader community in Europe and the potential role of pets as household reservoirs are perhaps the greatest concerns .
1619261	person	spreads	person	https://api.semanticscholar.org/10.1016/s0001-2092(06)60496-1		10.1016/s0001-2092(06)60496-1		16927592		32	32	29	29	34	34	2 Influenza pandemic : A global outbreak of disease that occurs when a new influenza A virus emerges in the human population , causes serious illness , and then spreads easily from person to person worldwide .
1619541	Qinghai Lake	spread	Siberia	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2865088/pdf/	PMC2865088	10.1098/rstb.2009.0093		19687041		34	35	32	32	37	37	We propose that there are mainly three migratory bird flyways involved in the Clade 2.2 virus circulation ( figure 2 ) , that is : the Eastern Asian/Australasian flyway responsible for virus spread from Qinghai Lake to Siberia and to Korea , Japan and southeastern Asia ; the Black Sea/Mediterranean flyway responsible for virus spread from Siberia to Europe and Africa ; and the Central Asian flyway for virus spread to Central Asia and then back to Qinghai Lake ( Wang et al. 2008a ) .
1619541	Siberia	spread	Europe	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2865088/pdf/	PMC2865088	10.1098/rstb.2009.0093		19687041		56	56	54	54	58	58	We propose that there are mainly three migratory bird flyways involved in the Clade 2.2 virus circulation ( figure 2 ) , that is : the Eastern Asian/Australasian flyway responsible for virus spread from Qinghai Lake to Siberia and to Korea , Japan and southeastern Asia ; the Black Sea/Mediterranean flyway responsible for virus spread from Siberia to Europe and Africa ; and the Central Asian flyway for virus spread to Central Asia and then back to Qinghai Lake ( Wang et al. 2008a ) .
1619541	Siberia	spread	Africa	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2865088/pdf/	PMC2865088	10.1098/rstb.2009.0093		19687041		56	56	54	54	60	60	We propose that there are mainly three migratory bird flyways involved in the Clade 2.2 virus circulation ( figure 2 ) , that is : the Eastern Asian/Australasian flyway responsible for virus spread from Qinghai Lake to Siberia and to Korea , Japan and southeastern Asia ; the Black Sea/Mediterranean flyway responsible for virus spread from Siberia to Europe and Africa ; and the Central Asian flyway for virus spread to Central Asia and then back to Qinghai Lake ( Wang et al. 2008a ) .
1619590	the soil	transfer	the edible parts of lettuce	https://api.semanticscholar.org/10.1016/b978-0-12-385007-2.00003-6		10.1016/b978-0-12-385007-2.00003-6				10	11	5	5	13	17	A study that examined the transfer of Listeria innocua from the soil to the edible parts of lettuce revealed that the bacteria survived in the soil for at least 9 weeks during the spring .
1622524	person	spread	person	https://api.semanticscholar.org/10.1016/b978-1-4557-4801-3.00014-x		10.1016/b978-1-4557-4801-3.00014-x				47	47	45	45	49	49	443 , 444 The severe fever with thrombocytopenia syndrome virus , which can cause fever , vomiting , diarrhea , and multiple organ failure , may be transmitted to humans by Haema physalis longicornis ticks carried by domestic animals 443 , 444 and may also spread from person to person through direct contact with infected blood or mucus .
1622631	K. pneumoniae	spread	other gram-negative bacteria	https://api.semanticscholar.org/10.1016/b978-1-4557-4801-3.00014-x		10.1016/b978-1-4557-4801-3.00014-x				15	16	13	13	18	20	482 The genes encoding KPC and NDM ( carried on plasmids ) have spread from K. pneumoniae to other gram-negative bacteria , including E. coli , Klebsi ella species , and Enterobacter species .
1624949	wildlife	transmitted	humans	https://api.semanticscholar.org/10.1016/j.scitotenv.2019.04.266		10.1016/j.scitotenv.2019.04.266		31054417		11	11	9	9	13	13	When focusing specifically on their knowledge of any disease transmitted from wildlife to humans , 36.3 % of respondents indicated that they were aware of such risk , the level of education significantly increased this proportion ( OR = 1.08 [ 95 % CI : 1.01 - 1.15 ] , p = 0.02 ) .
1625237	person	transmitted	person	https://api.semanticscholar.org/10.1016/b978-1-4557-4801-3.00014-x		10.1016/b978-1-4557-4801-3.00014-x				24	24	22	22	26	26	Both the novelty of the virus and the lack of swine contact in these children raised immediate concern that the virus was transmitted from person to person and therefore posed a pandemic threat .
1626160	the dam	transmitted	the calf	https://api.semanticscholar.org/10.1016/b0-12-227235-8/00050-x		10.1016/b0-12-227235-8/00050-x				4	5	2	2	7	8	vitulorum are transmitted from the dam to the calf through the milk during the ® rst month of life .
1629211	animal	transferred	animal	https://api.semanticscholar.org/10.1016/b978-0-12-095785-9.50011-1		10.1016/b978-0-12-095785-9.50011-1				46	46	44	44	48	48	In their studies of Q fever in 1937 , which led to the discovery of the rickettsia that was subsequently named Coxiella burneti , Burnet & Freeman ( 8) had noted : " In all work on virus diseases in which the infection is transferred from animal to animal by inoculation of crude tissue emulsions , the possibility of the contamination or replacement of the virus by some infective agent latent in the laboratory animals must be constantly borne in mind . "
1631866	person	transmissible	person	https://api.semanticscholar.org/10.1016/b978-0-12-802029-6.00012-8		10.1016/b978-0-12-802029-6.00012-8				15	15	13	13	17	17	This is all the more dangerous if the agent that emerges is highly transmissible from person to person , the incubation period short , and the case-fatality rate high .
1635692	animal	spread	animal	https://api.semanticscholar.org/10.1016/j.jfms.2008.09.008		10.1016/j.jfms.2008.09.008		19254859		15	15	13	13	17	17	The FIPV is somewhat unique from other viruses , because it is infrequently spread from animal to animal in a horizontal manner , yet it is highly infectious when extracts of affected tissues or fluids are inoculated into na€ ıve cats by a number of routes ( see discussion on experimental infection ) .
1638030	human	transmitted	human	https://api.semanticscholar.org/10.1016/s0001-2092(06)60496-1		10.1016/s0001-2092(06)60496-1		16927592		6	6	4	4	8	8	If the virus is transmitted from human to human easily , the result may be a pandemic outbreak of influenza .
1638046	person	spread	person	https://api.semanticscholar.org/10.1016/s0001-2092(06)60496-1		10.1016/s0001-2092(06)60496-1		16927592		11	11	9	9	13	13	The new virus may then infect humans and can spread from person to person .
1639591	the greenish color	passing	the pale	https://api.semanticscholar.org/10.1016/b978-0-12-804230-4.00004-2		10.1016/b978-0-12-804230-4.00004-2				14	16	12	12	18	19	Urine of the colors sea-green , vegetal-green , and black , sometimes passing from the greenish color to the pale .
1642487	one person	transmitted	another	https://api.semanticscholar.org/10.1016/j.addr.2009.11.014		10.1016/j.addr.2009.11.014		19931579		15	16	13	13	18	18	These diseases are also called communicable diseases due to their ability to get transmitted from one person to another ( malaria , tuberculosis ) and also sometimes from one species to another ( flu , influenza ) .
1648954	Guang Dong province of China	spread	Southeast Asia	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3165014/pdf/	PMC3165014	10.1016/j.vaccine.2011.06.111		21762752		13	17	11	11	20	21	From November 2002 to July 2003 , the SARS global outbreak spread from Guang Dong province of China , to Southeast Asia and North America .
1648954	November 2002	spread	North America	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3165014/pdf/	PMC3165014	10.1016/j.vaccine.2011.06.111		21762752		1	2	11	11	23	24	From November 2002 to July 2003 , the SARS global outbreak spread from Guang Dong province of China , to Southeast Asia and North America .
1651738	civet cats	transmitted	humans	https://api.semanticscholar.org/10.1101/2020.02.27.967422		10.1101/2020.02.27.967422				9	10	7	7	12	12	Detailed investigations found that SARS-CoV has been transmitted from civet cats to humans and MERS-CoV from camels to humans .
1651738	civet cats	transmitted	MERS-CoV	https://api.semanticscholar.org/10.1101/2020.02.27.967422		10.1101/2020.02.27.967422				9	10	7	7	14	14	Detailed investigations found that SARS-CoV has been transmitted from civet cats to humans and MERS-CoV from camels to humans .
1653378	one infected organism	pass	another	https://api.semanticscholar.org/10.1016/b978-0-12-373741-0.50004-0		10.1016/b978-0-12-373741-0.50004-0				7	9	5	5	11	11	Viruses must be able to pass from one infected organism to another if they are to persist .
1654341	patients ' mouths	transfer	the mouths of successive patients	https://api.semanticscholar.org/10.14219/jada.archive.1998.0103		10.14219/jada.archive.1998.0103		9818574		54	56	9	9	58	62	Infection of oral and respiratory passages can result from transfer of pathogenic bacterial strains of streptococci , staphylococci and pneumococci ; influenza , measles and mumps viruses ; or varicella-zoster , cytomegalovirus , respiratory syncytial virus , Rhinovirus , adenovirus , Coronavirus , coxsackievirus or transmission of pathogenic yeasts and bacterial respiratory pathogens from patients ' mouths to the mouths of successive patients after radiographic examinations .
1658049	person	transmit	person	https://api.semanticscholar.org/10.1016/j.puhe.2009.01.004		10.1016/j.puhe.2009.01.004		19264334		11	11	8	8	13	13	7 This emerging infection had the ability to transmit directly from person to person through contact with infected respiratory secretion .
1658214	semen stations	transferred	the testing laboratory	https://api.semanticscholar.org/10.1016/j.jviromet.2018.03.009		10.1016/j.jviromet.2018.03.009		29588253		13	14	11	11	16	18	Currently all frozen semen batches produced from IBR sero-positive bulls are transferred from semen stations to the testing laboratory in liquid nitrogen ( LN 2 ) which is cumbersome , expensive and is associated with problems in transportation .
1660853	the animal	pass	the person	https://api.semanticscholar.org/10.1016/b978-1-4160-6837-2.00004-x		10.1016/b978-1-4160-6837-2.00004-x				13	14	11	11	16	17	The clinical sign is related to an infectious agent that could pass from the animal to the person , with the animal serving as a source for the zoonotic infection risk .
1668959	person	transmitted	person	https://api.semanticscholar.org/10.1016/b978-0-08-045043-8.00004-0		10.1016/b978-0-08-045043-8.00004-0				31	31	29	29	33	33	Non-contagious agents , such as the anthrax bacillus , require effective and widespread dispersal in order to affect a greater number of individuals , as the pathogen is not transmitted from person to person .
1670108	rat	spread	man	https://api.semanticscholar.org/10.1016/b978-0-12-498262-8.50015-1		10.1016/b978-0-12-498262-8.50015-1				10	10	3	3	12	12	The disease is spread from rat to rat and from rat to man by fleas .
1670118	human	transmitted	human	https://api.semanticscholar.org/10.1016/b978-0-12-498262-8.50015-1		10.1016/b978-0-12-498262-8.50015-1				11	11	9	9	13	13	It is also possible for the disease to be transmitted from human to human by the aerosol route : exhaled organisms from heavily infected patients are capable of infecting others giving rise to pneumonic plague .
1673670	fomites	transfer	the nose or to conjunctivae Hendley and Gwaltney , 1988	https://api.semanticscholar.org/10.1016/j.jcv.2008.04.002		10.1016/j.jcv.2008.04.002		18502684		11	11	9	9	13	22	Hand-washing and disinfectant wipes are likely methods of interrupting transfer from fomites to the nose or to conjunctivae Hendley and Gwaltney , 1988 ; Winther et al. , 2007 ) .
1673670	fomites	transfer	conjunctivae	https://api.semanticscholar.org/10.1016/j.jcv.2008.04.002		10.1016/j.jcv.2008.04.002		18502684		11	11	9	9	17	17	Hand-washing and disinfectant wipes are likely methods of interrupting transfer from fomites to the nose or to conjunctivae Hendley and Gwaltney , 1988 ; Winther et al. , 2007 ) .
1674900	the placenta	transferred	the foal 's organs	https://api.semanticscholar.org/10.1016/j.cveq.2015.09.004		10.1016/j.cveq.2015.09.004		26612746		48	49	46	46	51	54	Transitioning of the urogenital system from fetal to postnatal life at the time of birth involves abrupt changes in the umbilical remnant structures , as blood flow ceases entering and exiting the body through the umbilical cord and the roles of urine formation and handling are transferred from the placenta to the foal 's organs .
1682649	the cat	transmitted	the HCT recipient	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3103296/pdf/	PMC3103296	10.1016/j.bbmt.2009.06.019		19747629		34	35	32	32	37	39	Cats should be fed only canned or dried commercial food or well-cooked table food , not raw or undercooked meats , to eliminate the possibility of causing an illness that could be transmitted from the cat to the HCT recipient ( BIII ) .
1682649	the cat	transmitted	BIII	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3103296/pdf/	PMC3103296	10.1016/j.bbmt.2009.06.019		19747629		34	35	32	32	41	41	Cats should be fed only canned or dried commercial food or well-cooked table food , not raw or undercooked meats , to eliminate the possibility of causing an illness that could be transmitted from the cat to the HCT recipient ( BIII ) .
1684293	2005	travelling	Japan	https://api.semanticscholar.org/10.1016/j.tourman.2019.04.011		10.1016/j.tourman.2019.04.011				13	13	9	9	11	11	The TC , Seasonal and Irregular patterns of Chinese travelling to Japan from 2005 to 2017 are shown in Fig. 3 .
